DateTime,Log Description,Action
2022-11-24 11:40:27.901424,BMS Reset by operator,N/A
2022-11-24 11:40:35.732028,BMS Reset by operator,N/A
2022-11-24 11:40:45.941852,BMS Reset by operator,N/A
2022-11-24 11:40:48.691519,BMS Reset by operator,N/A
2022-11-24 11:40:50.449781,BMS Reset by operator,N/A
2022-11-24 11:41:19.100785,BMS Reset by operator,N/A
2022-11-24 11:41:43.496841,BMS Reset by operator,N/A
