DateTime,Log Description,Action
2022-11-24 08:41:46.509128,Slave3 BMS Communication failure,Raised
2022-11-24 08:45:32.446785,Slave3 BMS Communication failure,Raised
2022-11-24 08:47:58.161881,Slave3 BMS Communication failure,Raised
