DateTime,Log Description,Action
2022-11-23 09:08:19.346556,BMS Reset by operator,N/A
2022-11-23 12:23:45.443211,BMS Reset by operator,N/A
2022-11-23 14:03:47.325463,BMS Reset by operator,N/A
2022-11-23 14:03:53.246311,BMS Reset by operator,N/A
2022-11-23 14:03:56.253446,BMS Reset by operator,N/A
2022-11-23 14:03:59.234966,BMS Reset by operator,N/A
2022-11-23 14:25:35.443683,BMS Reset by operator,N/A
